city_district_city,city_district_district,city_district_car_type,city_district_year,city_district_count
부산,금정구,승합,2023,35965
부산,금정구,승합,2024,35417
부산,금정구,승합,2025,17609
부산,금정구,특수,2017,8146
부산,금정구,특수,2018,8204
부산,금정구,특수,2019,8592
부산,금정구,특수,2020,9157
부산,금정구,특수,2021,9804
부산,금정구,특수,2022,10087
부산,금정구,특수,2023,10206
부산,금정구,특수,2024,10262
부산,금정구,특수,2025,5098
부산,금정구,화물,2017,164666
부산,금정구,화물,2018,164699
부산,금정구,화물,2019,163898
부산,금정구,화물,2020,163791
부산,금정구,화물,2021,162213
부산,금정구,화물,2022,158711
부산,금정구,화물,2023,156625
부산,금정구,화물,2024,152627
부산,금정구,화물,2025,75134
부산,기장군,승용,2017,667717
부산,기장군,승용,2018,696639
부산,기장군,승용,2019,718258
부산,기장군,승용,2020,760340
부산,기장군,승용,2021,816443
부산,기장군,승용,2022,839647
부산,기장군,승용,2023,875849
부산,기장군,승용,2024,901476
부산,기장군,승용,2025,456693
부산,기장군,승합,2017,36274
부산,기장군,승합,2018,36016
부산,기장군,승합,2019,35650
부산,기장군,승합,2020,35345
부산,기장군,승합,2021,34672
부산,기장군,승합,2022,33932
부산,기장군,승합,2023,32912
부산,기장군,승합,2024,31492
부산,기장군,승합,2025,15243
부산,기장군,특수,2017,3011
부산,기장군,특수,2018,3291
부산,기장군,특수,2019,3557
부산,기장군,특수,2020,3812
부산,기장군,특수,2021,4396
부산,기장군,특수,2022,4839
부산,기장군,특수,2023,5363
부산,기장군,특수,2024,5600
부산,기장군,특수,2025,2852
부산,기장군,화물,2017,126701
부산,기장군,화물,2018,129541
부산,기장군,화물,2019,132585
부산,기장군,화물,2020,136779
부산,기장군,화물,2021,141098
부산,기장군,화물,2022,142382
부산,기장군,화물,2023,146828
부산,기장군,화물,2024,146399
부산,기장군,화물,2025,72124
부산,남구,승용,2017,912182
부산,남구,승용,2018,946124
부산,남구,승용,2019,968476
부산,남구,승용,2020,967839
부산,남구,승용,2021,979094
부산,남구,승용,2022,990626
부산,남구,승용,2023,994207
부산,남구,승용,2024,1011877
부산,남구,승용,2025,507392
부산,남구,승합,2017,40697
부산,남구,승합,2018,39646
부산,남구,승합,2019,38439
부산,남구,승합,2020,36908
부산,남구,승합,2021,35613
부산,남구,승합,2022,33163
부산,남구,승합,2023,32161
부산,남구,승합,2024,31327
부산,남구,승합,2025,15145
부산,남구,특수,2017,21835
부산,남구,특수,2018,21318
부산,남구,특수,2019,20984
부산,남구,특수,2020,20752
부산,남구,특수,2021,21204
부산,남구,특수,2022,21891
부산,남구,특수,2023,21784
부산,남구,특수,2024,21215
부산,남구,특수,2025,10784
부산,남구,화물,2017,177132
부산,남구,화물,2018,176711
부산,남구,화물,2019,174023
부산,남구,화물,2020,168664
부산,남구,화물,2021,166712
부산,남구,화물,2022,166386
부산,남구,화물,2023,164313
부산,남구,화물,2024,159331
부산,남구,화물,2025,78208
부산,동구,승용,2017,451367
부산,동구,승용,2018,484295
부산,동구,승용,2019,503364
부산,동구,승용,2020,515483
부산,동구,승용,2021,560259
부산,동구,승용,2022,615787
부산,동구,승용,2023,485839
부산,동구,승용,2024,546626
부산,동구,승용,2025,279211
부산,동구,승합,2017,18115
부산,동구,승합,2018,17135
부산,동구,승합,2019,16380
부산,동구,승합,2020,15988
부산,동구,승합,2021,14297
부산,동구,승합,2022,13941
부산,동구,승합,2023,13625
부산,동구,승합,2024,12942
부산,동구,승합,2025,6262
부산,동구,특수,2017,12299
부산,동구,특수,2018,12665
부산,동구,특수,2019,12521
부산,동구,특수,2020,13476
부산,동구,특수,2021,14014
부산,동구,특수,2022,14039
부산,동구,특수,2023,13857
부산,동구,특수,2024,13941
부산,동구,특수,2025,6894
부산,동구,화물,2017,75079
부산,동구,화물,2018,74561
부산,동구,화물,2019,74054
부산,동구,화물,2020,74753
부산,동구,화물,2021,75473
부산,동구,화물,2022,76453
부산,동구,화물,2023,73679
부산,동구,화물,2024,72306
부산,동구,화물,2025,35591
부산,동래구,승용,2017,906691
부산,동래구,승용,2018,913576
부산,동래구,승용,2019,934403
부산,동래구,승용,2020,969047
부산,동래구,승용,2021,982355
부산,동래구,승용,2022,1025575
부산,동래구,승용,2023,1042181
부산,동래구,승용,2024,1049109
부산,동래구,승용,2025,540411
부산,동래구,승합,2017,42953
부산,동래구,승합,2018,40751
부산,동래구,승합,2019,39406
부산,동래구,승합,2020,37103
부산,동래구,승합,2021,33914
부산,동래구,승합,2022,30396
부산,동래구,승합,2023,28558
부산,동래구,승합,2024,27313
부산,동래구,승합,2025,13363
부산,동래구,특수,2017,3190
부산,동래구,특수,2018,3492
부산,동래구,특수,2019,3692
부산,동래구,특수,2020,3950
부산,동래구,특수,2021,4435
부산,동래구,특수,2022,4939
부산,동래구,특수,2023,5514
부산,동래구,특수,2024,5708
부산,동래구,특수,2025,2928
부산,동래구,화물,2017,154063
부산,동래구,화물,2018,150864
부산,동래구,화물,2019,148292
부산,동래구,화물,2020,144201
부산,동래구,화물,2021,140994
부산,동래구,화물,2022,141435
부산,동래구,화물,2023,140063
부산,동래구,화물,2024,137996
부산,동래구,화물,2025,69237
부산,부산진구,승용,2017,1288473
부산,부산진구,승용,2018,1314860
부산,부산진구,승용,2019,1350445
부산,부산진구,승용,2020,1421897
부산,부산진구,승용,2021,1491752
부산,부산진구,승용,2022,1506926
부산,부산진구,승용,2023,1576877
부산,부산진구,승용,2024,1671309
부산,부산진구,승용,2025,907377
부산,부산진구,승합,2017,58449
부산,부산진구,승합,2018,54446
부산,부산진구,승합,2019,50807
부산,부산진구,승합,2020,47768
부산,부산진구,승합,2021,44962
부산,부산진구,승합,2022,42958
부산,부산진구,승합,2023,41820
부산,부산진구,승합,2024,39458
부산,부산진구,승합,2025,19397
부산,부산진구,특수,2017,6174
부산,부산진구,특수,2018,6837
부산,부산진구,특수,2019,7169
부산,부산진구,특수,2020,7505
부산,부산진구,특수,2021,7906
부산,부산진구,특수,2022,8202
부산,부산진구,특수,2023,8696
부산,부산진구,특수,2024,9052
부산,부산진구,특수,2025,4554
부산,부산진구,화물,2017,204781
부산,부산진구,화물,2018,201524
부산,부산진구,화물,2019,196505
부산,부산진구,화물,2020,192856
부산,부산진구,화물,2021,189095
부산,부산진구,화물,2022,186209
부산,부산진구,화물,2023,186187
부산,부산진구,화물,2024,186422
부산,부산진구,화물,2025,93286
부산,북구,승용,2017,1027260
부산,북구,승용,2018,1028423
부산,북구,승용,2019,1028923
부산,북구,승용,2020,1035201
부산,북구,승용,2021,1052632
부산,북구,승용,2022,1066872
부산,북구,승용,2023,1074515
부산,북구,승용,2024,1070399
부산,북구,승용,2025,531794
부산,북구,승합,2017,44173
부산,북구,승합,2018,42141
부산,북구,승합,2019,39388
부산,북구,승합,2020,37162
부산,북구,승합,2021,35090
부산,북구,승합,2022,33524
부산,북구,승합,2023,31542
부산,북구,승합,2024,30018
부산,북구,승합,2025,14425
부산,북구,특수,2017,2282
부산,북구,특수,2018,2549
부산,북구,특수,2019,2905
부산,북구,특수,2020,3737
부산,북구,특수,2021,4433
부산,북구,특수,2022,4982
부산,북구,특수,2023,5209
부산,북구,특수,2024,5278
부산,북구,특수,2025,2775
부산,북구,화물,2017,180593
부산,북구,화물,2018,178402
부산,북구,화물,2019,174477
부산,북구,화물,2020,170305
부산,북구,화물,2021,168847
부산,북구,화물,2022,168536
부산,북구,화물,2023,166895
부산,북구,화물,2024,163366
부산,북구,화물,2025,80176
부산,사상구,승용,2017,831549
부산,사상구,승용,2018,833870
부산,사상구,승용,2019,828036
부산,사상구,승용,2020,827689
부산,사상구,승용,2021,824672
부산,사상구,승용,2022,823833
부산,사상구,승용,2023,827242
부산,사상구,승용,2024,833850
부산,사상구,승용,2025,412577
부산,사상구,승합,2017,42706
부산,사상구,승합,2018,40612
부산,사상구,승합,2019,38185
부산,사상구,승합,2020,36628
부산,사상구,승합,2021,34489
부산,사상구,승합,2022,32324
부산,사상구,승합,2023,30354
부산,사상구,승합,2024,28588
부산,사상구,승합,2025,13583
부산,사상구,특수,2017,5346
부산,사상구,특수,2018,5312
부산,사상구,특수,2019,5410
부산,사상구,특수,2020,5868
부산,사상구,특수,2021,6242
부산,사상구,특수,2022,6386
부산,사상구,특수,2023,6486
부산,사상구,특수,2024,6646
부산,사상구,특수,2025,3408
부산,사상구,화물,2017,218662
부산,사상구,화물,2018,216652
부산,사상구,화물,2019,213742
부산,사상구,화물,2020,208262
부산,사상구,화물,2021,206646
부산,사상구,화물,2022,205876
부산,사상구,화물,2023,204504
부산,사상구,화물,2024,199800
부산,사상구,화물,2025,98574
부산,사하구,승용,2017,1132180
부산,사하구,승용,2018,1146358
부산,사하구,승용,2019,1140697
부산,사하구,승용,2020,1137082
부산,사하구,승용,2021,1135023
부산,사하구,승용,2022,1144785
부산,사하구,승용,2023,1151305
부산,사하구,승용,2024,1151221
부산,사하구,승용,2025,578125
부산,사하구,승합,2017,51045
부산,사하구,승합,2018,49018
부산,사하구,승합,2019,47078
부산,사하구,승합,2020,44576
부산,사하구,승합,2021,41805
부산,사하구,승합,2022,39897
부산,사하구,승합,2023,38214
부산,사하구,승합,2024,36551
부산,사하구,승합,2025,17639
부산,사하구,특수,2017,4194
부산,사하구,특수,2018,4601
부산,사하구,특수,2019,5055
부산,사하구,특수,2020,4840
부산,사하구,특수,2021,5162
부산,사하구,특수,2022,5595
부산,사하구,특수,2023,5887
부산,사하구,특수,2024,6060
부산,사하구,특수,2025,3091
부산,사하구,화물,2017,194772
부산,사하구,화물,2018,193286
부산,사하구,화물,2019,190356
부산,사하구,화물,2020,186056
부산,사하구,화물,2021,182727
부산,사하구,화물,2022,182529
부산,사하구,화물,2023,181421
부산,사하구,화물,2024,179606
부산,사하구,화물,2025,88717
부산,서구,승용,2017,274725
부산,서구,승용,2018,282116
부산,서구,승용,2019,286061
부산,서구,승용,2020,288497
부산,서구,승용,2021,298514
부산,서구,승용,2022,304400
부산,서구,승용,2023,314419
부산,서구,승용,2024,317371
부산,서구,승용,2025,160914
부산,서구,승합,2017,14944
부산,서구,승합,2018,14752
부산,서구,승합,2019,14153
부산,서구,승합,2020,13430
부산,서구,승합,2021,13067
부산,서구,승합,2022,12491
부산,서구,승합,2023,11663
부산,서구,승합,2024,11240
부산,서구,승합,2025,5360
부산,서구,특수,2017,1310
부산,서구,특수,2018,1411
부산,서구,특수,2019,1430
부산,서구,특수,2020,1480
부산,서구,특수,2021,1549
부산,서구,특수,2022,1667
부산,서구,특수,2023,1813
부산,서구,특수,2024,1737
부산,서구,특수,2025,915
부산,서구,화물,2017,55986
부산,서구,화물,2018,55535
부산,서구,화물,2019,55176
부산,서구,화물,2020,55002
부산,서구,화물,2021,54872
부산,서구,화물,2022,54945
부산,서구,화물,2023,55912
부산,서구,화물,2024,54659
부산,서구,화물,2025,27132
부산,수영구,승용,2017,741749
부산,수영구,승용,2018,862218
부산,수영구,승용,2019,979960
부산,수영구,승용,2020,1050409
부산,수영구,승용,2021,1117217
부산,수영구,승용,2022,1231571
부산,수영구,승용,2023,1365208
부산,수영구,승용,2024,1427781
부산,수영구,승용,2025,752419
부산,수영구,승합,2017,28147
부산,수영구,승합,2018,27622
부산,수영구,승합,2019,28977
부산,수영구,승합,2020,30061
부산,수영구,승합,2021,29735
부산,수영구,승합,2022,29729
부산,수영구,승합,2023,29866
부산,수영구,승합,2024,27381
부산,수영구,승합,2025,13151
부산,수영구,특수,2017,3659
부산,수영구,특수,2018,4072
부산,수영구,특수,2019,5298
부산,수영구,특수,2020,5643
부산,수영구,특수,2021,5814
부산,수영구,특수,2022,5907
부산,수영구,특수,2023,6112
부산,수영구,특수,2024,6314
부산,수영구,특수,2025,3109
부산,수영구,화물,2017,88306
부산,수영구,화물,2018,88881
부산,수영구,화물,2019,90691
부산,수영구,화물,2020,88881
부산,수영구,화물,2021,86478
부산,수영구,화물,2022,84791
부산,수영구,화물,2023,83446
부산,수영구,화물,2024,83163
부산,수영구,화물,2025,40528
부산,연제구,승용,2017,927458
부산,연제구,승용,2018,925838
부산,연제구,승용,2019,965272
부산,연제구,승용,2020,1022152
부산,연제구,승용,2021,1069448
부산,연제구,승용,2022,1149988
부산,연제구,승용,2023,1340564
부산,연제구,승용,2024,1493427
부산,연제구,승용,2025,832976
부산,연제구,승합,2017,39757
부산,연제구,승합,2018,38163
부산,연제구,승합,2019,37804
부산,연제구,승합,2020,37338
부산,연제구,승합,2021,35322
부산,연제구,승합,2022,33589
부산,연제구,승합,2023,32446
부산,연제구,승합,2024,33662
부산,연제구,승합,2025,17117
부산,연제구,특수,2017,9559
부산,연제구,특수,2018,9660
부산,연제구,특수,2019,9826
부산,연제구,특수,2020,9780
부산,연제구,특수,2021,10291
부산,연제구,특수,2022,10743
부산,연제구,특수,2023,10840
부산,연제구,특수,2024,11138
부산,연제구,특수,2025,5666
부산,연제구,화물,2017,131607
부산,연제구,화물,2018,130119
부산,연제구,화물,2019,129950
부산,연제구,화물,2020,127563
부산,연제구,화물,2021,126533
부산,연제구,화물,2022,128583
부산,연제구,화물,2023,129453
부산,연제구,화물,2024,131643
부산,연제구,화물,2025,67631
부산,영도구,승용,2017,331012
부산,영도구,승용,2018,332081
부산,영도구,승용,2019,327648
부산,영도구,승용,2020,323729
부산,영도구,승용,2021,325839
부산,영도구,승용,2022,331276
부산,영도구,승용,2023,335654
부산,영도구,승용,2024,336562
부산,영도구,승용,2025,166203
부산,영도구,승합,2017,20184
부산,영도구,승합,2018,19537
부산,영도구,승합,2019,18819
부산,영도구,승합,2020,17830
부산,영도구,승합,2021,17503
부산,영도구,승합,2022,16710
부산,영도구,승합,2023,16197
부산,영도구,승합,2024,15809
부산,영도구,승합,2025,7778
부산,영도구,특수,2017,1590
부산,영도구,특수,2018,1406
부산,영도구,특수,2019,1015
부산,영도구,특수,2020,1061
부산,영도구,특수,2021,1202
부산,영도구,특수,2022,1259
부산,영도구,특수,2023,1333
부산,영도구,특수,2024,1331
부산,영도구,특수,2025,685
부산,영도구,화물,2017,62400
부산,영도구,화물,2018,60053
부산,영도구,화물,2019,55903
부산,영도구,화물,2020,54848
부산,영도구,화물,2021,54881
부산,영도구,화물,2022,55006
부산,영도구,화물,2023,55292
부산,영도구,화물,2024,54627
부산,영도구,화물,2025,26803
부산,중구,승용,2017,194537
부산,중구,승용,2018,230947
부산,중구,승용,2019,263908
부산,중구,승용,2020,296261
부산,중구,승용,2021,328248
부산,중구,승용,2022,345051
부산,중구,승용,2023,365201
부산,중구,승용,2024,394233
부산,중구,승용,2025,212022
부산,중구,승합,2017,8952
부산,중구,승합,2018,8617
부산,중구,승합,2019,8239
부산,중구,승합,2020,8057
부산,중구,승합,2021,7612
부산,중구,승합,2022,7023
부산,중구,승합,2023,6961
부산,중구,승합,2024,6785
부산,중구,승합,2025,3283
부산,중구,특수,2017,19404
부산,중구,특수,2018,20598
부산,중구,특수,2019,22192
부산,중구,특수,2020,21642
부산,중구,특수,2021,21162
부산,중구,특수,2022,21376
부산,중구,특수,2023,21810
부산,중구,특수,2024,21891
부산,중구,특수,2025,10835
부산,중구,화물,2017,81155
부산,중구,화물,2018,84305
부산,중구,화물,2019,87996
부산,중구,화물,2020,86372
부산,중구,화물,2021,85673
부산,중구,화물,2022,86362
부산,중구,화물,2023,86384
부산,중구,화물,2024,86731
부산,중구,화물,2025,42990
부산,해운대구,승용,2017,1700334
부산,해운대구,승용,2018,1815441
부산,해운대구,승용,2019,1868091
부산,해운대구,승용,2020,1881458
부산,해운대구,승용,2021,1918491
부산,해운대구,승용,2022,1954274
부산,해운대구,승용,2023,1941743
부산,해운대구,승용,2024,1864684
부산,해운대구,승용,2025,869137
부산,해운대구,승합,2017,57638
부산,해운대구,승합,2018,54904
부산,해운대구,승합,2019,52792
부산,해운대구,승합,2020,51237
부산,해운대구,승합,2021,48686
부산,해운대구,승합,2022,45695
부산,해운대구,승합,2023,42520
부산,해운대구,승합,2024,39259
부산,해운대구,승합,2025,18369
부산,해운대구,특수,2017,8922
부산,해운대구,특수,2018,8105
부산,해운대구,특수,2019,7352
부산,해운대구,특수,2020,7924
부산,해운대구,특수,2021,8577
부산,해운대구,특수,2022,9306
부산,해운대구,특수,2023,9645
부산,해운대구,특수,2024,9601
부산,해운대구,특수,2025,4893
부산,해운대구,화물,2017,198438
부산,해운대구,화물,2018,193903
부산,해운대구,화물,2019,189832
부산,해운대구,화물,2020,187284
부산,해운대구,화물,2021,186503
부산,해운대구,화물,2022,186330
부산,해운대구,화물,2023,186213
부산,해운대구,화물,2024,183169
부산,해운대구,화물,2025,88325
서울,강남구,승용,2017,2595198
서울,강남구,승용,2018,2548468
서울,강남구,승용,2019,2541146
서울,강남구,승용,2020,2562911
서울,강남구,승용,2021,2592687
서울,강남구,승용,2022,2694153
서울,강남구,승용,2023,2761344
서울,강남구,승용,2024,2816227
서울,강남구,승용,2025,1397267
서울,강남구,승합,2017,84593
서울,강남구,승합,2018,79111
서울,강남구,승합,2019,73235
서울,강남구,승합,2020,67877
서울,강남구,승합,2021,62541
서울,강남구,승합,2022,58605
서울,강남구,승합,2023,56049
서울,강남구,승합,2024,54576
서울,강남구,승합,2025,26510
서울,강남구,특수,2017,4359
서울,강남구,특수,2018,4641
서울,강남구,특수,2019,4847
서울,강남구,특수,2020,4964
서울,강남구,특수,2021,4883
서울,강남구,특수,2022,5479
서울,강남구,특수,2023,6144
서울,강남구,특수,2024,6511
서울,강남구,특수,2025,3265
서울,강남구,화물,2017,217387
서울,강남구,화물,2018,201292
서울,강남구,화물,2019,194320
서울,강남구,화물,2020,189388
서울,강남구,화물,2021,183607
서울,강남구,화물,2022,187319
서울,강남구,화물,2023,194580
서울,강남구,화물,2024,195110
서울,강남구,화물,2025,95810
서울,강동구,승용,2017,1399694
서울,강동구,승용,2018,1384585
서울,강동구,승용,2019,1389737
서울,강동구,승용,2020,1521074
서울,강동구,승용,2021,1584406
서울,강동구,승용,2022,1591202
서울,강동구,승용,2023,1608950
서울,강동구,승용,2024,1641952
서울,강동구,승용,2025,887952
서울,강동구,승합,2017,64652
서울,강동구,승합,2018,59883
서울,강동구,승합,2019,56256
서울,강동구,승합,2020,54500
서울,강동구,승합,2021,53725
서울,강동구,승합,2022,53054
서울,강동구,승합,2023,51826
서울,강동구,승합,2024,48337
서울,강동구,승합,2025,23287
서울,강동구,특수,2017,3554
서울,강동구,특수,2018,3536
서울,강동구,특수,2019,3482
서울,강동구,특수,2020,3859
서울,강동구,특수,2021,4574
서울,강동구,특수,2022,4906
서울,강동구,특수,2023,5128
서울,강동구,특수,2024,5334
서울,강동구,특수,2025,2851
서울,강동구,화물,2017,191220
서울,강동구,화물,2018,187736
서울,강동구,화물,2019,184854
서울,강동구,화물,2020,184740
서울,강동구,화물,2021,182946
서울,강동구,화물,2022,180131
서울,강동구,화물,2023,178719
서울,강동구,화물,2024,175929
서울,강동구,화물,2025,88122
서울,강북구,승용,2017,763210
서울,강북구,승용,2018,767611
서울,강북구,승용,2019,760765
서울,강북구,승용,2020,758640
서울,강북구,승용,2021,757685
서울,강북구,승용,2022,757281
서울,강북구,승용,2023,756853
서울,강북구,승용,2024,749806
서울,강북구,승용,2025,373704
서울,강북구,승합,2017,52561
서울,강북구,승합,2018,49733
서울,강북구,승합,2019,46788
서울,강북구,승합,2020,43830
서울,강북구,승합,2021,41003
서울,강북구,승합,2022,39057
서울,강북구,승합,2023,37183
서울,강북구,승합,2024,34957
서울,강북구,승합,2025,16741
서울,강북구,특수,2017,1719
서울,강북구,특수,2018,1795
서울,강북구,특수,2019,1909
서울,강북구,특수,2020,2073
서울,강북구,특수,2021,2347
서울,강북구,특수,2022,2732
서울,강북구,특수,2023,3112
서울,강북구,특수,2024,3339
서울,강북구,특수,2025,1690
서울,강북구,화물,2017,113395
서울,강북구,화물,2018,112702
서울,강북구,화물,2019,110837
서울,강북구,화물,2020,108161
서울,강북구,화물,2021,105536
서울,강북구,화물,2022,103865
서울,강북구,화물,2023,102858
서울,강북구,화물,2024,99675
서울,강북구,화물,2025,48291
서울,강서구,승용,2017,2029654
서울,강서구,승용,2018,2077685
서울,강서구,승용,2019,2092552
서울,강서구,승용,2020,2111921
서울,강서구,승용,2021,2118173
서울,강서구,승용,2022,2142374
서울,강서구,승용,2023,2136543
서울,강서구,승용,2024,2125547
서울,강서구,승용,2025,1055808
서울,강서구,승합,2017,99140
서울,강서구,승합,2018,95191
서울,강서구,승합,2019,91095
서울,강서구,승합,2020,86935
서울,강서구,승합,2021,80041
서울,강서구,승합,2022,74517
서울,강서구,승합,2023,70771
서울,강서구,승합,2024,66933
서울,강서구,승합,2025,32100
서울,강서구,특수,2017,4306
서울,강서구,특수,2018,4780
서울,강서구,특수,2019,4999
서울,강서구,특수,2020,5459
서울,강서구,특수,2021,6426
서울,강서구,특수,2022,7459
서울,강서구,특수,2023,7996
서울,강서구,특수,2024,8415
서울,강서구,특수,2025,4393
서울,강서구,화물,2017,260314
서울,강서구,화물,2018,261706
서울,강서구,화물,2019,257263
서울,강서구,화물,2020,253443
서울,강서구,화물,2021,251143
서울,강서구,화물,2022,256074
서울,강서구,화물,2023,254526
서울,강서구,화물,2024,248664
서울,강서구,화물,2025,121642
서울,관악구,승용,2017,1243999
서울,관악구,승용,2018,1245894
서울,관악구,승용,2019,1239325
서울,관악구,승용,2020,1235035
서울,관악구,승용,2021,1230811
서울,관악구,승용,2022,1230168
서울,관악구,승용,2023,1236660
서울,관악구,승용,2024,1228356
서울,관악구,승용,2025,610477
서울,관악구,승합,2017,63987
서울,관악구,승합,2018,60242
서울,관악구,승합,2019,56219
서울,관악구,승합,2020,52729
서울,관악구,승합,2021,49257
서울,관악구,승합,2022,45995
서울,관악구,승합,2023,43416
서울,관악구,승합,2024,40786
서울,관악구,승합,2025,19332
서울,관악구,특수,2017,2878
서울,관악구,특수,2018,3077
서울,관악구,특수,2019,3181
서울,관악구,특수,2020,3321
서울,관악구,특수,2021,3745
서울,관악구,특수,2022,4004
서울,관악구,특수,2023,4318
서울,관악구,특수,2024,4471
서울,관악구,특수,2025,2290
서울,관악구,화물,2017,156155
서울,관악구,화물,2018,154001
서울,관악구,화물,2019,150231
서울,관악구,화물,2020,146131
서울,관악구,화물,2021,141879
서울,관악구,화물,2022,140509
서울,관악구,화물,2023,140324
서울,관악구,화물,2024,137278
서울,관악구,화물,2025,67287
서울,광진구,승용,2017,982844
서울,광진구,승용,2018,997194
서울,광진구,승용,2019,1002392
서울,광진구,승용,2020,997407
서울,광진구,승용,2021,996531
서울,광진구,승용,2022,1005938
서울,광진구,승용,2023,1008462
서울,광진구,승용,2024,1004120
서울,광진구,승용,2025,498974
서울,광진구,승합,2017,51549
서울,광진구,승합,2018,48295
서울,광진구,승합,2019,41508
서울,광진구,승합,2020,38774
서울,광진구,승합,2021,36197
서울,광진구,승합,2022,34253
서울,광진구,승합,2023,32151
서울,광진구,승합,2024,29920
서울,광진구,승합,2025,14013
서울,광진구,특수,2017,3162
서울,광진구,특수,2018,3289
서울,광진구,특수,2019,3345
서울,광진구,특수,2020,3363
서울,광진구,특수,2021,3655
서울,광진구,특수,2022,4345
서울,광진구,특수,2023,3954
서울,광진구,특수,2024,2936
서울,광진구,특수,2025,1460
서울,광진구,화물,2017,136276
서울,광진구,화물,2018,140628
서울,광진구,화물,2019,149031
서울,광진구,화물,2020,148348
서울,광진구,화물,2021,146235
서울,광진구,화물,2022,143128
서울,광진구,화물,2023,130346
서울,광진구,화물,2024,125983
서울,광진구,화물,2025,61987
서울,구로구,승용,2017,1414293
서울,구로구,승용,2018,1436844
서울,구로구,승용,2019,1441374
서울,구로구,승용,2020,1452486
서울,구로구,승용,2021,1461478
서울,구로구,승용,2022,1486493
서울,구로구,승용,2023,1511768
서울,구로구,승용,2024,1503390
서울,구로구,승용,2025,743905
서울,구로구,승합,2017,83107
서울,구로구,승합,2018,79609
서울,구로구,승합,2019,75047
서울,구로구,승합,2020,71084
서울,구로구,승합,2021,66492
서울,구로구,승합,2022,62949
서울,구로구,승합,2023,59845
서울,구로구,승합,2024,55808
서울,구로구,승합,2025,25945
서울,구로구,특수,2017,3381
서울,구로구,특수,2018,3859
서울,구로구,특수,2019,4342
서울,구로구,특수,2020,4709
서울,구로구,특수,2021,5189
서울,구로구,특수,2022,5318
서울,구로구,특수,2023,5712
서울,구로구,특수,2024,6026
서울,구로구,특수,2025,2987
서울,구로구,화물,2017,213963
서울,구로구,화물,2018,212137
서울,구로구,화물,2019,210817
서울,구로구,화물,2020,207620
서울,구로구,화물,2021,204768
서울,구로구,화물,2022,203280
서울,구로구,화물,2023,203527
서울,구로구,화물,2024,199321
서울,구로구,화물,2025,97566
서울,금천구,승용,2017,809984
서울,금천구,승용,2018,820749
서울,금천구,승용,2019,834225
서울,금천구,승용,2020,847133
서울,금천구,승용,2021,868371
서울,금천구,승용,2022,887355
서울,금천구,승용,2023,903344
서울,금천구,승용,2024,902504
서울,금천구,승용,2025,446442
서울,금천구,승합,2017,56051
서울,금천구,승합,2018,54309
서울,금천구,승합,2019,51827
서울,금천구,승합,2020,48160
서울,금천구,승합,2021,45068
서울,금천구,승합,2022,42742
서울,금천구,승합,2023,40507
서울,금천구,승합,2024,37519
서울,금천구,승합,2025,17487
서울,금천구,특수,2017,1720
서울,금천구,특수,2018,1722
서울,금천구,특수,2019,1932
서울,금천구,특수,2020,2055
서울,금천구,특수,2021,2692
서울,금천구,특수,2022,3294
서울,금천구,특수,2023,3444
서울,금천구,특수,2024,3613
서울,금천구,특수,2025,1894
서울,금천구,화물,2017,162528
서울,금천구,화물,2018,161636
서울,금천구,화물,2019,161081
서울,금천구,화물,2020,158511
서울,금천구,화물,2021,157958
서울,금천구,화물,2022,158486
서울,금천구,화물,2023,159787
서울,금천구,화물,2024,157718
서울,금천구,화물,2025,77339
서울,노원구,승용,2017,1619742
서울,노원구,승용,2018,1609809
서울,노원구,승용,2019,1601789
서울,노원구,승용,2020,1605016
서울,노원구,승용,2021,1613113
서울,노원구,승용,2022,1616732
서울,노원구,승용,2023,1622298
서울,노원구,승용,2024,1622372
서울,노원구,승용,2025,807113
서울,노원구,승합,2017,78066
서울,노원구,승합,2018,72558
서울,노원구,승합,2019,67373
서울,노원구,승합,2020,63372
서울,노원구,승합,2021,59323
서울,노원구,승합,2022,56487
서울,노원구,승합,2023,53259
서울,노원구,승합,2024,49776
서울,노원구,승합,2025,23454
서울,노원구,특수,2017,3765
서울,노원구,특수,2018,3929
서울,노원구,특수,2019,4158
서울,노원구,특수,2020,4342
서울,노원구,특수,2021,4907
서울,노원구,특수,2022,5637
서울,노원구,특수,2023,5992
서울,노원구,특수,2024,6513
서울,노원구,특수,2025,3213
서울,노원구,화물,2017,167463
서울,노원구,화물,2018,163552
서울,노원구,화물,2019,160714
서울,노원구,화물,2020,157669
서울,노원구,화물,2021,153067
서울,노원구,화물,2022,150904
서울,노원구,화물,2023,149048
서울,노원구,화물,2024,145899
서울,노원구,화물,2025,71488
서울,도봉구,승용,2017,983158
서울,도봉구,승용,2018,985444
서울,도봉구,승용,2019,983142
서울,도봉구,승용,2020,977977
서울,도봉구,승용,2021,975325
서울,도봉구,승용,2022,978470
서울,도봉구,승용,2023,979691
서울,도봉구,승용,2024,974154
서울,도봉구,승용,2025,484486
서울,도봉구,승합,2017,50911
서울,도봉구,승합,2018,47933
서울,도봉구,승합,2019,45722
서울,도봉구,승합,2020,42712
서울,도봉구,승합,2021,41214
서울,도봉구,승합,2022,39774
서울,도봉구,승합,2023,37553
서울,도봉구,승합,2024,35072
서울,도봉구,승합,2025,16482
서울,도봉구,특수,2017,2409
서울,도봉구,특수,2018,2552
서울,도봉구,특수,2019,2795
서울,도봉구,특수,2020,3055
서울,도봉구,특수,2021,3475
