city_data_city,city_data_car_type,city_data_count,city_data_year
대전,승합,259184.0,2019
울산,승합,182952.0,2019
세종,승합,52517.0,2019
경기,승합,2576611.0,2019
충북,승합,355572.0,2019
충남,승합,369610.0,2019
전남,승합,516258.0,2019
경북,승합,404371.0,2019
경남,승합,485757.0,2019
제주,승합,596555.0,2019
강원,승합,670284.0,2019
전북,승합,240532.0,2019
서울,화물,4007263.0,2019
부산,화물,2271969.0,2019
대구,화물,1945077.0,2019
인천,화물,2313978.0,2019
광주,화물,1112674.0,2019
대전,화물,1047285.0,2019
울산,화물,861699.0,2019
세종,화물,192650.0,2019
경기,화물,9602742.0,2019
충북,화물,1871091.0,2019
충남,화물,1900062.0,2019
전남,화물,2665644.0,2019
경북,화물,2250673.0,2019
경남,화물,2902353.0,2019
제주,화물,3807279.0,2019
강원,화물,3514305.0,2019
전북,화물,964538.0,2019
서울,특수,97247.0,2019
부산,특수,124570.0,2019
대구,특수,35308.0,2019
인천,특수,83911.0,2019
광주,특수,31609.0,2019
대전,특수,29259.0,2019
울산,특수,32450.0,2019
세종,특수,4321.0,2019
경기,특수,210963.0,2019
충북,특수,37265.0,2019
충남,특수,48515.0,2019
전남,특수,57238.0,2019
경북,특수,44957.0,2019
경남,특수,82396.0,2019
제주,특수,92547.0,2019
강원,특수,93050.0,2019
전북,특수,16001.0,2019
서울,승용,32300277.0,2020
부산,승용,14057369.0,2020
대구,승용,12131653.0,2020
인천,승용,16917121.0,2020
광주,승용,6837890.0,2020
대전,승용,6857124.0,2020
울산,승용,5785687.0,2020
세종,승용,1771206.0,2020
경기,승용,58261442.0,2020
충북,승용,7278543.0,2020
충남,승용,7928657.0,2020
전남,승용,10377467.0,2020
경북,승용,8587698.0,2020
경남,승용,9427029.0,2020
제주,승용,13024015.0,2020
강원,승용,16733651.0,2020
전북,승용,6113568.0,2020
서울,승합,1322334.0,2020
부산,승합,514511.0,2020
대구,승합,373364.0,2020
인천,승합,607248.0,2020
광주,승합,242289.0,2020
대전,승합,247884.0,2020
울산,승합,177402.0,2020
세종,승합,52647.0,2020
경기,승합,2487672.0,2020
충북,승합,347743.0,2020
충남,승합,358572.0,2020
전남,승합,503537.0,2020
경북,승합,394380.0,2020
경남,승합,474519.0,2020
제주,승합,583107.0,2020
강원,승합,652152.0,2020
전북,승합,230748.0,2020
서울,화물,3969851.0,2020
부산,화물,2245586.0,2020
대구,화물,1913555.0,2020
인천,화물,2312165.0,2020
광주,화물,1110082.0,2020
대전,화물,1039650.0,2020
울산,화물,856852.0,2020
세종,화물,197430.0,2020
경기,화물,9664383.0,2020
충북,화물,1892747.0,2020
충남,화물,1901630.0,2020
전남,화물,2683822.0,2020
경북,화물,2241951.0,2020
경남,화물,2933837.0,2020
제주,화물,3828108.0,2020
강원,화물,3513371.0,2020
전북,화물,968882.0,2020
서울,특수,103440.0,2020
부산,특수,128726.0,2020
대구,특수,39748.0,2020
인천,특수,88373.0,2020
광주,특수,34245.0,2020
대전,특수,31781.0,2020
울산,특수,34708.0,2020
세종,특수,5025.0,2020
경기,특수,236039.0,2020
충북,특수,40754.0,2020
충남,특수,51810.0,2020
전남,특수,61465.0,2020
경북,특수,48602.0,2020
경남,특수,87569.0,2020
제주,특수,97282.0,2020
강원,특수,99767.0,2020
전북,특수,16650.0,2020
서울,승용,32720729.0,2021
부산,승용,14519695.0,2021
대구,승용,12295563.0,2021
인천,승용,17107889.0,2021
광주,승용,6974951.0,2021
대전,승용,6970699.0,2021
울산,승용,5886258.0,2021
세종,승용,1905474.0,2021
경기,승용,60871811.0,2021
충북,승용,7525421.0,2021
충남,승용,8258713.0,2021
전남,승용,10724976.0,2021
경북,승용,8770446.0,2021
경남,승용,10167453.0,2021
제주,승용,13369269.0,2021
강원,승용,17518880.0,2021
전북,승용,6444833.0,2021
서울,승합,1236571.0,2021
부산,승합,489810.0,2021
대구,승합,355346.0,2021
인천,승합,565060.0,2021
광주,승합,231835.0,2021
대전,승합,235598.0,2021
울산,승합,170577.0,2021
세종,승합,51905.0,2021
경기,승합,2403340.0,2021
충북,승합,336496.0,2021
충남,승합,347202.0,2021
전남,승합,487071.0,2021
경북,승합,383224.0,2021
경남,승합,465887.0,2021
제주,승합,566745.0,2021
강원,승합,628011.0,2021
전북,승합,221723.0,2021
서울,화물,3934950.0,2021
부산,화물,2236189.0,2021
대구,화물,1884186.0,2021
인천,화물,2328723.0,2021
광주,화물,1106632.0,2021
대전,화물,1031503.0,2021
울산,화물,853675.0,2021
세종,화물,200244.0,2021
경기,화물,9837358.0,2021
충북,화물,1922831.0,2021
충남,화물,1908186.0,2021
전남,화물,2692217.0,2021
경북,화물,2253223.0,2021
경남,화물,2959522.0,2021
제주,화물,3838276.0,2021
강원,화물,3513688.0,2021
전북,화물,985414.0,2021
서울,특수,113401.0,2021
부산,특수,135202.0,2021
대구,특수,47978.0,2021
인천,특수,96151.0,2021
광주,특수,38027.0,2021
대전,특수,36322.0,2021
울산,특수,37648.0,2021
세종,특수,7215.0,2021
경기,특수,281006.0,2021
충북,특수,47506.0,2021
충남,특수,59318.0,2021
전남,특수,71799.0,2021
경북,특수,54193.0,2021
경남,특수,95707.0,2021
제주,특수,104449.0,2021
강원,특수,109435.0,2021
전북,특수,18824.0,2021
서울,승용,33037700.0,2022
부산,승용,14975352.0,2022
대구,승용,12388072.0,2022
인천,승용,17349613.0,2022
광주,승용,7116545.0,2022
대전,승용,7109908.0,2022
울산,승용,5954283.0,2022
세종,승용,2022748.0,2022
경기,승용,62895500.0,2022
충북,승용,7753284.0,2022
충남,승용,8518276.0,2022
전남,승용,11048228.0,2022
경북,승용,8917083.0,2022
경남,승용,10861537.0,2022
제주,승용,13617425.0,2022
강원,승용,18093135.0,2022
전북,승용,6866375.0,2022
서울,승합,1175722.0,2022
부산,승합,467791.0,2022
대구,승합,338250.0,2022
인천,승합,524480.0,2022
광주,승합,220255.0,2022
대전,승합,222819.0,2022
울산,승합,163812.0,2022
세종,승합,51732.0,2022
경기,승합,2321407.0,2022
충북,승합,324196.0,2022
충남,승합,338382.0,2022
전남,승합,473271.0,2022
경북,승합,371359.0,2022
경남,승합,456340.0,2022
제주,승합,550774.0,2022
강원,승합,601301.0,2022
전북,승합,215668.0,2022
서울,화물,3898048.0,2022
부산,화물,2239562.0,2022
대구,화물,1876842.0,2022
인천,화물,2361751.0,2022
광주,화물,1116678.0,2022
대전,화물,1036537.0,2022
울산,화물,861127.0,2022
세종,화물,203352.0,2022
경기,화물,10070983.0,2022
충북,화물,1959592.0,2022
충남,화물,1946012.0,2022
전남,화물,2738853.0,2022
경북,화물,2284060.0,2022
경남,화물,2994420.0,2022
제주,화물,3876787.0,2022
강원,화물,3541709.0,2022
전북,화물,1028724.0,2022
서울,특수,125438.0,2022
부산,특수,141144.0,2022
대구,특수,54278.0,2022
인천,특수,103026.0,2022
광주,특수,42292.0,2022
대전,특수,40821.0,2022
울산,특수,40769.0,2022
세종,특수,9133.0,2022
경기,특수,320295.0,2022
충북,특수,54600.0,2022
충남,특수,66547.0,2022
전남,특수,81612.0,2022
경북,특수,61068.0,2022
경남,특수,102426.0,2022
제주,특수,115309.0,2022
강원,특수,119115.0,2022
전북,특수,22400.0,2022
서울,승용,33255274.0,2023
부산,승용,15344288.0,2023
대구,승용,12629873.0,2023
인천,승용,17568237.0,2023
광주,승용,7247919.0,2023
대전,승용,7281889.0,2023
울산,승용,6063614.0,2023
세종,승용,2094418.0,2023
경기,승용,64673255.0,2023
충북,승용,8433999.0,2023
충남,승용,10335698.0,2023
전남,승용,10045230.0,2023
경북,승용,10365210.0,2023
경남,승용,12781851.0,2023
제주,승용,16785100.0,2023
강원,승용,11890211.0,2023
전북,승용,7598955.0,2023
서울,승합,1120576.0,2023
부산,승합,449345.0,2023
대구,승합,329943.0,2023
인천,승합,489186.0,2023
광주,승합,211162.0,2023
대전,승합,212268.0,2023
울산,승합,158361.0,2023
세종,승합,50062.0,2023
경기,승합,2236979.0,2023
충북,승합,323398.0,2023
충남,승합,404350.0,2023
전남,승합,401423.0,2023
경북,승합,411843.0,2023
경남,승합,496380.0,2023
제주,승합,562024.0,2023
강원,승합,367560.0,2023
전북,승합,269115.0,2023
서울,화물,3791749.0,2023
부산,화물,2242080.0,2023
대구,화물,1916362.0,2023
인천,화물,2404495.0,2023
광주,화물,1125272.0,2023
대전,화물,1047155.0,2023
울산,화물,879483.0,2023
세종,화물,206561.0,2023
경기,화물,10271434.0,2023
충북,화물,1994506.0,2023
충남,화물,2468953.0,2023
전남,화물,2523085.0,2023
경북,화물,2757462.0,2023
경남,화물,3541114.0,2023
제주,화물,3733601.0,2023
강원,화물,2117145.0,2023
전북,화물,1609297.0,2023
서울,특수,133970.0,2023
부산,특수,145472.0,2023
대구,특수,58536.0,2023
인천,특수,109191.0,2023
광주,특수,46056.0,2023
대전,특수,44031.0,2023
울산,특수,42785.0,2023
세종,특수,9929.0,2023
경기,특수,350383.0,2023
충북,특수,67472.0,2023
충남,특수,82052.0,2023
전남,특수,75403.0,2023
경북,특수,90964.0,2023
경남,특수,117293.0,2023
제주,특수,125510.0,2023
강원,특수,66935.0,2023
전북,특수,46213.0,2023
서울,승용,33308157.0,2024
부산,승용,15720830.0,2024
대구,승용,12794470.0,2024
인천,승용,17905130.0,2024
광주,승용,7360534.0,2024
대전,승용,7489475.0,2024
울산,승용,6167313.0,2024
세종,승용,2138687.0,2024
경기,승용,66234500.0,2024
충북,승용,8931986.0,2024
충남,승용,11773309.0,2024
전남,승용,11533295.0,2024
경북,승용,14010795.0,2024
경남,승용,19281942.0,2024
제주,승용,7187369.0,2024
강원,승용,8100417.0,2024
전북,승용,9233783.0,2024
서울,승합,1058225.0,2024
부산,승합,431757.0,2024
대구,승합,320991.0,2024
인천,승합,467471.0,2024
광주,승합,202516.0,2024
대전,승합,202322.0,2024
울산,승합,153203.0,2024
세종,승합,49193.0,2024
경기,승합,2136515.0,2024
충북,승합,318473.0,2024
충남,승합,444585.0,2024
전남,승합,432392.0,2024
경북,승합,514650.0,2024
경남,승합,560927.0,2024
제주,승합,203922.0,2024
강원,승합,299254.0,2024
전북,승합,345425.0,2024
서울,화물,3705529.0,2024
부산,화물,2221364.0,2024
대구,화물,1938420.0,2024
인천,화물,2424728.0,2024
광주,화물,1119589.0,2024
대전,화물,1036072.0,2024
울산,화물,884076.0,2024
세종,화물,208076.0,2024
경기,화물,10310547.0,2024
충북,화물,2000158.0,2024
충남,화물,2838805.0,2024
전남,화물,3093746.0,2024
경북,화물,3896786.0,2024
경남,화물,3601317.0,2024
제주,화물,1086551.0,2024
강원,화물,1997046.0,2024
전북,화물,2336478.0,2024
서울,특수,138230.0,2024
부산,특수,148539.0,2024
대구,특수,62740.0,2024
인천,특수,112958.0,2024
광주,특수,48840.0,2024
대전,특수,46414.0,2024
울산,특수,44596.0,2024
세종,특수,10457.0,2024
경기,특수,372776.0,2024
충북,특수,77468.0,2024
충남,특수,94306.0,2024
전남,특수,112089.0,2024
경북,특수,129571.0,2024
경남,특수,133122.0,2024
제주,특수,28063.0,2024
강원,특수,65586.0,2024
전북,특수,70901.0,2024
서울,승용,16645480.0,2025
부산,승용,8045351.0,2025
대구,승용,6412009.0,2025
인천,승용,9025765.0,2025
광주,승용,3703997.0,2025
대전,승용,3807965.0,2025
울산,승용,3115079.0,2025
세종,승용,1088277.0,2025
경기,승용,33654735.0,2025
충북,승용,4518164.0,2025
충남,승용,5994245.0,2025
전남,승용,5936961.0,2025
경북,승용,7081158.0,2025
경남,승용,9822682.0,2025
제주,승용,3618799.0,2025
강원,승용,4089000.0,2025
전북,승용,4659265.0,2025
서울,승합,501729.0,2025
부산,승합,208690.0,2025
대구,승합,155382.0,2025
인천,승합,225688.0,2025
광주,승합,97369.0,2025
대전,승합,96877.0,2025
울산,승합,74744.0,2025
세종,승합,23848.0,2025
경기,승합,1026173.0,2025
충북,승합,154210.0,2025
충남,승합,214833.0,2025
전남,승합,208859.0,2025
경북,승합,250995.0,2025
경남,승합,270303.0,2025
제주,승합,98893.0,2025
강원,승합,143934.0,2025
전북,승합,166921.0,2025
서울,화물,1811522.0,2025
부산,화물,1097640.0,2025
대구,화물,956753.0,2025
인천,화물,1202060.0,2025
광주,화물,553110.0,2025
대전,화물,512502.0,2025
울산,화물,441722.0,2025
세종,화물,103331.0,2025
경기,화물,5139166.0,2025
충북,화물,996736.0,2025
충남,화물,1422031.0,2025
전남,화물,1548528.0,2025
경북,화물,1946014.0,2025
경남,화물,1796874.0,2025
제주,화물,548188.0,2025
강원,화물,992715.0,2025
전북,화물,1166003.0,2025
서울,특수,69953.0,2025
부산,특수,75097.0,2025
대구,특수,32516.0,2025
인천,특수,58427.0,2025
광주,특수,25091.0,2025
대전,특수,23697.0,2025
울산,특수,23092.0,2025
세종,특수,5362.0,2025
경기,특수,191627.0,2025
충북,특수,40215.0,2025
충남,특수,49179.0,2025
전남,특수,57546.0,2025
경북,특수,66545.0,2025
경남,특수,68271.0,2025
제주,특수,13089.0,2025
강원,특수,33679.0,2025
전북,특수,36831.0,2025
